,lat,lon,lat_st,lon_st,distance
0,43.312167328205405,-8.392546563426139,43.302,-8.377,1.69
1,43.30971492706036,-8.343226491469435,43.302,-8.377,2.86
2,43.2762791618013,-8.395900525698163,43.302,-8.377,3.24
3,43.273828191656996,-8.346609255749526,43.302,-8.377,3.98
